,id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
1170,1171,34,-1,0,1864,'existing paid',18,7,2,0.2280163353013456,0.6170153497294357,1.153680761657619,1.314752235631267,0.797860737046782,0.8161680023039172,1.0331502765687337,0.908470574158004,0.9313613449878348,0.6281101662355737,yes,own,4,skilled,1,none,stores,yes,'male single',car,business,1,'<100'
1043,1044,32,0,1,1223,'existing paid',24,7,1,0.5447566715214787,0.814420976851918,0.5386619596493631,1.0310710836872092,1.4776445846218822,0.6942139489084328,0.6066665541720238,1.2580092479151397,0.6484041216769958,0.419705933959246,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','no known property','new car',4,'no known savings'
227,228,50,200,1,2704,'existing paid',36,4,1,0.4511545263925136,0.6294468443303316,0.6698993751801833,1.1503380882030103,0.4200042611211863,1.2399190044180033,1.1729883858799748,0.86567745007927,0.9780261321439432,0.4719399946962679,yes,'for free',4,skilled,1,'co applicant',none,none,'female div/dep/mar','no known property',radio/tv,4,'100<=X<500'
1117,1118,39,200,0,1188,'critical/other existing credit',6,7,2,0.4466402280901091,0.6541808968294812,1.0208442180025663,1.4713019568000831,1.1366140261607225,1.4273189917845432,1.5365444546731477,0.7247347984629696,0.6936726727168082,0.5968551599716123,yes,own,1,'unskilled resident',1,none,none,none,'female div/dep/mar','life insurance',retraining,3,'no known savings'
1331,1332,52,200,1,6602,'existing paid',12,-1,1,0.5592526881855487,0.6719988415430431,1.165588108038247,1.019307379591149,1.660341831984712,0.7233220067802719,0.8631635957427926,0.7188749259689777,1.1650112425802757,0.4721355013739378,yes,own,2,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property',radio/tv,1,'no known savings'
1315,1316,35,-1,0,4410,'delayed previously',24,4,2,0.6229436320294787,0.5784634807004785,0.4494145428668076,1.1920661671802797,0.5299878264422825,1.1116309342907824,1.0316852727371773,0.6914657069981276,0.8275551165327578,0.6773715410023229,yes,own,2,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,3,'100<=X<500'
66,67,23,400,0,1115,'existing paid',10,1,1,0.4499224329856777,0.571311596261325,1.0064946371077057,1.250876054779417,0.7367162165703764,0.6321995684547486,1.071891617934309,0.9442396662637316,0.4481807513702895,0.55813510817577,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,2,'<100'
24,25,45,0,1,2073,'existing paid',24,10,1,0.52318712145904,0.4905185210960375,0.8825525877648417,1.2778698442623575,0.8176736772275277,1.6336633271874978,0.5788721121939491,0.6343125830378826,1.3374638987495868,0.4277757346350671,yes,own,4,skilled,1,'co applicant',none,none,'male single','real estate','new car',1,'<100'
144,145,30,-1,0,1917,'critical/other existing credit',24,7,2,0.4098335993776172,0.6909359837116448,1.0114936514871935,0.6400777993226245,0.9172471091050142,0.9610770388534352,0.7629440546072759,0.449613889991215,0.867549880500472,0.5149324547749314,yes,own,2,'unskilled resident',1,none,none,none,'male single','life insurance',furniture/equipment,2,'<100'
536,537,40,200,0,3659,'critical/other existing credit',18,-1,3,0.5382543078709736,0.4734054173053559,1.2012621327895945,1.5433441183904986,0.6800825423255731,1.4858778936040795,1.4038512815225244,0.7409561004659722,1.169619969773735,0.5328336182253889,yes,own,3,'unemp/unskilled non res',2,none,none,yes,'male mar/wid',car,business,3,'<100'
811,812,27,-1,1,1707,'existing paid',10,4,1,0.6165731471287343,0.5777369897026404,0.97609059483146,0.4290457834877567,1.301417141650861,1.3844412256183394,1.6066249525480394,0.4697977765486045,1.1484894573411086,0.483326365787703,yes,own,4,'unskilled resident',1,guarantor,none,none,'male single','life insurance','new car',4,'no known savings'
1466,1467,28,200,1,5285,'critical/other existing credit',30,-1,2,0.4260582134396795,0.531763760691801,1.124763521626667,1.3765661909110616,0.9409697394930177,0.8766934476838792,0.8643747162214012,0.873983260079074,0.9297575572869616,0.3715013108535565,yes,own,4,'high qualif/self emp/mgmt',1,none,none,none,'male mar/wid',car,'new car',2,'<100'
85,86,48,0,0,2453,'critical/other existing credit',10,1,2,0.4104168330493969,0.4875654644944865,1.3347657956553594,0.9451786156627944,0.6135227986607059,0.4832805596293189,1.1183572507268242,0.7471811639386141,0.5954469565412738,0.6408652704579597,no,rent,1,'unskilled resident',2,none,none,none,'male single','real estate','new car',3,'<100'
1660,1661,48,-1,0,2461,'critical/other existing credit',9,4,3,0.4678760048745384,0.5105943198612399,1.0348539275873658,1.2772973264129446,0.3797469386529103,0.7542963499029642,0.457190444069376,1.4358381399163709,1.2731767506410163,0.5370359528422941,yes,own,4,skilled,1,none,none,yes,'male single',car,'new car',4,'<100'
1645,1646,23,0,1,819,'existing paid',18,1,1,0.6877733066176561,0.3466896791970924,1.4711229524374865,1.0212893501205853,1.1974833867106551,1.2172587330281637,0.678325790260878,1.2788808402346177,1.2734846001404685,0.7175120383066861,yes,own,1,'unskilled resident',1,none,none,none,'female div/dep/mar',car,'new car',2,'<100'
1804,1805,35,200,0,1082,'delayed previously',6,-1,2,0.5339143791483976,0.5637827925161574,0.4771129341760107,1.4477690274289992,1.1259963304329292,0.9109266755957852,0.7935932189650025,1.035010999972278,1.2755151689584796,0.7119148097939613,yes,own,4,'high qualif/self emp/mgmt',1,none,stores,yes,'male single','life insurance',furniture/equipment,1,'<100'
1817,1818,22,200,0,1640,'existing paid',15,4,1,0.5133591289112293,0.5934664630236154,0.7461288776561699,1.3839006286383309,1.005268872139912,1.0630160110244942,1.70307909123918,0.66281314741672,1.1372346561860232,0.4015464526945772,yes,own,4,skilled,1,guarantor,none,none,'male single','real estate',repairs,2,'100<=X<500'
1576,1577,44,0,0,6436,'critical/other existing credit',24,10,2,0.4957648416582406,0.6093264995647276,0.9959351743330908,1.3734765036744545,0.8857108696296154,0.7384686215235137,0.7571906697326554,0.5732615317189029,1.16730960114326,0.6174086042356097,yes,'for free',2,'high qualif/self emp/mgmt',2,none,none,yes,'female div/dep/mar','no known property','used car',4,'<100'
1144,1145,35,0,0,1711,'existing paid',12,10,1,0.4180122308576887,0.5468624817732364,0.8030189683532599,0.7056695045814673,0.6744922933768104,0.6171935609599866,0.6008623514523947,1.4544513929047496,1.0575630861144856,0.5492476805007643,yes,own,3,skilled,1,none,none,none,'male mar/wid','real estate',radio/tv,1,'500<=X<1000'
362,363,20,0,1,666,'existing paid',12,7,1,0.8228719299521229,0.4296979119138675,0.9296677927017152,1.2961185093260976,0.4115704396971779,0.602205341888015,0.8388833766269511,1.1406859589936262,0.8390733193031965,0.4914130800613869,yes,own,4,skilled,1,none,none,none,'male mar/wid','life insurance',radio/tv,1,'100<=X<500'
1611,1612,46,0,0,2057,'existing paid',15,1,1,0.498301217712016,0.5350171725053247,0.8854179588667549,0.8625131810355438,0.5204238681860938,1.404854088795763,0.8840215313702888,1.3317495460896245,0.195897080589222,0.4637241759256602,yes,rent,4,skilled,1,guarantor,none,none,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
1865,1866,46,-1,0,7398,'critical/other existing credit',48,10,2,0.2252143785330956,0.4863994037001117,0.7506586757002901,1.2049067691411015,1.256734171039288,0.6558706340139798,1.2361901070516348,0.5221601042245052,0.9799401217309924,0.4931674105104647,yes,own,4,'high qualif/self emp/mgmt',2,none,bank,none,'male div/sep',car,business,2,'no known savings'
1026,1027,26,0,1,7996,'existing paid',36,4,1,0.7050557790303358,0.6371065349035033,0.7650025082868832,0.7486690098413606,0.7560310380583497,1.35822818663586,0.5205842205169077,0.7203834146723154,1.4841714694788035,0.5297110208735298,yes,own,2,skilled,2,none,none,none,'male single','life insurance','used car',2,'<100'
1030,1031,41,0,1,3069,'existing paid',36,10,1,0.406792625390765,0.3971808476128267,1.3063638395591817,0.5701147962874542,1.20816520212581,0.9785009580957656,1.07632045921781,0.7256802845510713,0.5332029348692893,0.3884714567071926,yes,own,2,skilled,2,none,bank,none,'male single','life insurance',furniture/equipment,2,'<100'
1303,1304,67,200,0,3670,'existing paid',18,-1,1,0.3237247049753325,0.440158743937033,1.443707976467745,1.0687857108073393,0.8005108421504983,0.8032017493166193,1.0095376231197002,1.4137701738045396,0.8971470461820161,0.4053122827900981,yes,own,2,skilled,1,none,none,yes,'female div/dep/mar',car,repairs,4,'<100'
1355,1356,29,200,1,1393,'existing paid',9,4,1,0.6881051841338256,0.4403410463618732,1.1819023496941157,1.192744486269823,1.4015934960776786,1.4261314217972516,1.1211819240576637,1.33843156812779,1.0919573044305169,0.2062479290293214,no,own,1,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,2,'<100'
1730,1731,24,0,1,4574,'existing paid',48,1,1,0.532781687370506,0.3345236009102058,0.6268710701884361,0.5007458320894642,0.4949083480350928,1.23740653019141,0.9881861916507696,1.2305629736702195,0.8273544608661072,0.3590238254370647,yes,rent,3,skilled,1,none,none,none,'female div/dep/mar','life insurance',business,4,'<100'
665,666,29,0,1,3361,'critical/other existing credit',12,4,2,0.3727803827308449,0.598368285226295,0.8775949422714098,1.3640521365542388,0.8677710169996035,1.231986158796082,0.4170552728945741,0.7592061634746679,0.874652469321608,0.6516404037703567,yes,own,3,skilled,1,'co applicant',none,none,'female div/dep/mar','real estate','new car',2,'<100'
364,365,51,200,0,4806,'delayed previously',11,7,1,0.5189419036425377,0.5919499720489863,0.2488679833527017,1.3554343793869637,0.6474479185258752,0.8650647453105291,1.5009433279799258,1.0615068184081533,0.9278428311238052,0.6239523121941128,yes,own,2,skilled,1,none,none,none,'male single','life insurance',radio/tv,4,'<100'
77,78,52,-1,0,2192,'critical/other existing credit',24,10,2,0.3970048497686267,0.8015497737770684,0.8968609684921015,0.7190446254401093,1.3336829307471718,0.4307333137553181,0.6597086658775647,0.9070543199634008,1.079349377767716,0.4041616477472673,yes,own,4,skilled,1,none,bank,none,'male single','life insurance',radio/tv,4,'100<=X<500'
27,28,38,200,0,1254,'existing paid',15,10,2,0.5695759092324402,0.4731815447356236,1.4776168977341508,0.3561982366206168,0.6160685648136677,1.2106483980408922,0.6832766812588138,1.0962713441440548,0.7744722498032677,0.5946269431554705,yes,own,4,'unskilled resident',1,none,none,none,'male single',car,repairs,4,'<100'
1436,1437,27,-1,0,3921,'critical/other existing credit',24,4,2,0.4301456687952431,0.581366304688075,0.8835879446692739,1.013248491245858,1.243215122879156,1.4387068766555149,0.801129368140213,1.6063205786550765,0.3557712173400911,0.5215049823031983,yes,own,3,'unskilled resident',1,none,none,yes,'male single','life insurance',business,3,'100<=X<500'
525,526,57,0,1,641,'existing paid',12,10,1,0.5632130077466959,0.7249847721034364,1.288911486613008,0.7197188478446807,1.065072609849856,0.7992071614081262,0.7035660849992115,1.133828631705273,1.1107017202737268,0.3820477672646968,yes,own,4,'unskilled resident',1,none,stores,none,'male single','real estate',radio/tv,4,'<100'
1834,1835,42,-1,0,1462,'critical/other existing credit',4,7,2,0.7100938363440662,0.4844602837684894,1.401173012048778,0.4641075220747592,1.2182295058158483,1.0121727426144895,1.212047741168727,1.0312009018049944,1.415041897878341,0.718347213830468,yes,own,2,'unskilled resident',2,none,none,none,'male single','real estate',radio/tv,1,'<100'
55,56,26,-1,0,3202,'delayed previously',33,4,2,0.4488096724050522,0.7610208028185818,0.9118768917931556,0.6548370221562052,0.3985332861632623,0.871436539554364,1.1046007904529902,0.7792676020428376,1.5809082812175517,0.4257987468258304,yes,own,2,skilled,1,none,none,yes,'female div/dep/mar',car,business,2,'<100'
638,639,32,0,1,1275,'existing paid',24,4,1,0.51322647260852,0.3646890104545683,1.3344988561647917,1.2962658577558464,1.012193055201975,1.4651375928700632,1.4715744495225098,1.1510269087823597,0.808541899473137,0.5309357080382497,yes,own,4,'unskilled resident',1,none,none,none,'female div/dep/mar',car,radio/tv,2,'100<=X<500'
302,303,34,0,1,12044,'existing paid',30,1,1,0.4469631750536258,0.5286761171554132,0.9115912361308774,0.975971057874528,1.2560994703549466,1.406355731537819,0.4196545783506081,0.7518900583408163,0.9425304445717656,0.3562273597714132,yes,own,1,'unskilled resident',1,none,none,yes,'male div/sep','no known property',repairs,1,'<100'
718,719,28,200,1,2499,'no credits/all paid',18,1,2,0.5582862142171046,0.6404942344133304,0.9242218382090324,0.7706663184976308,0.7374849670331679,1.245818081812392,1.2842175220754557,0.8447090816062786,0.4481479502483576,0.7161111228386621,yes,own,3,skilled,1,none,none,none,'female div/dep/mar',car,'new car',3,'100<=X<500'
624,625,23,0,1,1272,'existing paid',24,7,2,0.2210555895648856,0.3688305395739122,0.5155828630855404,1.0612599774979268,1.2511197225609063,1.2586015399119437,1.8088548659942385,0.6996659878117591,1.078870535921209,0.5215132237469685,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar',car,'new car',4,'<100'
7,8,25,0,0,3555,'existing paid',18,7,1,0.6338435938940526,0.4938613425684676,1.161880675351671,1.3967788040148863,1.5081452467531085,0.4390018951145963,0.5441519146734323,0.5797316573982862,1.151994289852354,0.4071958234730614,yes,own,4,skilled,1,guarantor,none,none,'female div/dep/mar','real estate',radio/tv,1,'<100'
803,804,40,200,0,7392,'critical/other existing credit',18,-1,2,0.4634619685377637,0.6858334311024908,1.0323305567724694,1.2833296215607572,0.5918184749941343,0.4400876450965516,0.4779824685859977,0.5500052608411172,0.7824854253567776,0.6470730712652819,yes,own,4,'high qualif/self emp/mgmt',1,none,stores,yes,'male single','life insurance',furniture/equipment,4,'<100'
1049,1050,42,400,0,307,'all paid',12,4,2,0.6644522330780392,0.6441965042561593,1.0987724308381743,0.7764808840390556,1.6258549521041674,0.7479723984711895,0.4602221288726971,0.8085863959702585,0.810764356372791,0.1548383454383554,yes,rent,3,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,3,'>=1000'
336,337,35,-1,0,3011,'critical/other existing credit',24,4,2,0.593864198765625,0.8022120665926701,0.574438924900258,0.3186554466546109,0.6365636623657511,0.8155356786478074,0.546612735952516,0.4952140326729638,1.410905350237608,0.293194354894853,yes,own,4,'unskilled resident',1,none,none,none,'male single','real estate',radio/tv,2,'<100'
47,48,34,0,1,11791,'existing paid',30,1,1,0.6830981486814033,0.4487802041403666,1.471543172394479,0.8173699350658787,1.0243509725166695,1.2171259255254858,1.3181919251345944,1.1083303696448863,0.5120852608010367,0.5485164495062644,yes,own,1,'unskilled resident',1,none,none,yes,'male div/sep','no known property',repairs,1,'<100'
1763,1764,46,-1,0,771,'critical/other existing credit',7,10,2,0.3187850117658848,0.6686028222903464,0.7882847583194165,1.3562007443173885,1.404730099236397,1.3566215001617603,1.3903298145699785,0.6297751528134871,1.1396486198180216,0.5586662371437483,yes,rent,4,'unskilled resident',1,none,none,yes,'male single','life insurance',radio/tv,2,'no known savings'
106,107,24,0,0,2932,'existing paid',24,4,1,0.3308310040548389,0.5809611549649245,1.5718511665792685,0.6725892700115985,0.8974769203989983,1.0917855090505162,0.8544492208780459,1.0624220119096888,1.3072650956417933,0.9136572643561872,yes,rent,2,'unskilled resident',1,none,none,none,'male div/sep','real estate',furniture/equipment,2,'<100'
349,350,52,200,1,6631,'existing paid',12,-1,1,0.2739071219123702,0.4635158016083556,1.1501805841467312,0.5966324739625996,1.5459825383340653,0.8377675684555417,0.878371589988658,0.5974029779847606,0.6295319052284716,0.5587451357413429,yes,own,2,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property',radio/tv,1,'no known savings'
1079,1080,36,-1,0,1272,'existing paid',24,10,1,0.4294720842909834,0.6568508847625109,1.3904093763414975,1.1737755768770428,1.5030306471608137,1.157962415532325,0.7711967956213108,1.1802114647670972,1.3887846232798235,0.5009614996109031,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single','real estate',radio/tv,1,'<100'
238,239,31,0,0,3403,'no credits/all paid',18,7,1,0.339957853531143,0.5914286668027812,0.9771818524312044,0.7221068733474734,0.8642666653918795,1.2357534720934478,0.766700174399184,0.9751792044261964,0.8007294551723076,0.2424859739086825,yes,own,3,skilled,1,none,bank,yes,'male single','life insurance',business,1,'<100'
213,214,26,-1,0,5304,'delayed previously',27,7,2,0.1940269419095774,0.5220938399742736,0.8286061311879174,0.6906450470528763,0.4811015743794223,1.0377444564588627,0.7189116548217269,1.12499817852218,1.300072524918312,0.2333929594105354,yes,own,3,skilled,1,none,none,none,'male single',car,business,4,'<100'
1775,1776,45,-1,0,8803,'existing paid',39,10,1,0.3972864081749951,0.4395709197219006,1.141152306688923,1.3470419098419155,1.3020714211912243,0.8306261136510733,1.4539556828529028,1.1519268068199466,1.4933850623417713,0.3662113690222528,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',2,'100<=X<500'
1138,1139,58,0,0,535,'critical/other existing credit',12,7,4,0.1443744889243227,0.6156275824284853,0.7420803966435502,1.0973995078405243,0.427601872555202,1.2778828268007962,1.10805187255225,0.8735290614583908,0.7491693465944004,0.609829477725286,yes,own,4,'unskilled resident',1,none,none,yes,'female div/dep/mar','real estate',radio/tv,3,'<100'
793,794,51,-1,0,2240,'existing paid',9,10,1,0.5342703936894411,0.6120340020356438,1.0121003623319318,0.7844166802596861,0.9619866083120588,1.1447326514184593,1.1287657952487864,1.1204324091311095,0.9098767237075244,0.735857346982566,yes,'for free',2,'unskilled resident',1,none,none,none,'male single','no known property','new car',4,'500<=X<1000'
1586,1587,35,0,0,4346,'existing paid',18,4,1,0.2733880459697215,0.5138175287356073,0.5552957527121201,1.4974156970284265,0.6048980588082782,0.7946995851581488,0.803349430394459,0.5881037457219846,0.757761788783994,0.6388055557096209,yes,own,3,'unskilled resident',2,none,none,yes,'male single',car,'new car',4,'100<=X<500'
1582,1583,30,200,0,8153,'no credits/all paid',48,1,2,0.602165811153219,0.5299277403665177,1.057191562177008,0.6640109995771213,0.3051002377050683,1.212630468779256,0.8792992200534016,0.5169053338406485,1.3724294640319592,0.7256081199749158,yes,own,1,skilled,1,none,none,none,'female div/dep/mar',car,'new car',1,'500<=X<1000'
1671,1672,26,0,0,4874,'existing paid',48,7,1,0.4317100347465352,0.8407740971549252,0.4944591879833838,0.905905243747556,1.1022967244421378,0.8082423321888282,0.819905299369831,1.0955793145049535,0.9806386450667685,0.7229094088095346,yes,own,4,skilled,2,none,none,none,'male single','life insurance','used car',3,'<100'
523,524,36,200,0,12160,'all paid',48,-1,1,0.557433010279924,0.6332596183307806,1.09546658499567,1.2371697390818754,0.8684627463089776,0.4953192759985557,0.6636173900745389,0.6310941855170358,1.232406466641355,0.5062272610384431,yes,'for free',4,'high qualif/self emp/mgmt',1,'co applicant',none,yes,'male single','no known property','new car',4,'no known savings'
232,233,46,0,0,2102,'existing paid',15,1,1,0.2579139305817141,0.5622035515304621,1.001468638989738,1.3210276479305976,0.9422184262679512,1.1150614864392845,0.7900888994435891,0.926753163237672,0.503764648953826,0.5597657495469485,yes,rent,4,skilled,1,guarantor,none,none,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
644,645,29,-1,0,554,'existing paid',6,4,1,0.4106766913221275,0.5491279526773918,0.7339512008991782,0.4605369891179801,1.502429042357151,0.9724640472130645,0.7465854717725884,1.296285497043844,1.002034011612512,0.6734333304214176,yes,own,3,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,1,'<100'
1507,1508,36,0,0,1811,'critical/other existing credit',6,-1,3,0.4911303307395049,0.5841238086708662,0.9650536156608588,1.3198927071484334,1.1267630671918178,0.9620893659402718,1.0381233520748945,0.6798475268050075,0.6954047350951977,0.5013684097529505,yes,'for free',4,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property',furniture/equipment,4,'<100'
533,534,23,0,1,3387,'existing paid',24,1,1,0.6130996783080134,0.6482981110474347,1.2926209177335637,1.2169938946122545,0.8489445102016612,0.7083534107451132,0.2872479609487283,1.072240069562991,0.9662470940749364,0.4022901554731221,yes,rent,4,'unskilled resident',1,none,none,yes,'female div/dep/mar','real estate',furniture/equipment,4,'<100'
1941,1942,27,-1,1,7652,'delayed previously',36,1,2,0.4470775989977416,0.7707594977083614,1.0999481974912175,0.6172471672110257,1.1630747226303,0.9472086808920596,1.3215914905250927,0.472209599700856,0.700747737109338,0.4987330082548779,yes,rent,4,skilled,1,none,none,yes,'male single',car,business,4,'no known savings'
603,604,36,-1,0,1088,'existing paid',15,7,2,0.4586696229861985,0.4965183046123161,1.5834564660945447,1.2763314737577174,1.0058315365706378,0.9995964284083672,0.6418690005753276,0.5655889657900814,0.4994968472990277,0.4684748895961268,yes,own,4,skilled,1,none,none,yes,'male single','life insurance','domestic appliance',3,'500<=X<1000'
1329,1330,48,0,0,1480,'critical/other existing credit',9,10,2,0.2953242772383332,0.5617704606549032,0.914130793484202,1.4375472633892432,1.0933347675902474,1.323234777896142,0.7390934747287949,1.0056893184379128,0.6750215028458733,0.2563189798783195,no,own,3,skilled,2,guarantor,none,none,'male single','real estate',repairs,4,'100<=X<500'
1074,1075,66,200,1,727,'existing paid',12,4,1,0.4377024572523537,0.3578615942843116,0.6765759817356061,1.387324566921905,0.9548706594621064,1.0625513343061934,1.133013486432187,0.8050579192168669,1.4671795961897012,0.4460294592573376,yes,own,4,'unskilled resident',1,none,none,none,'male single','real estate',radio/tv,3,'500<=X<1000'
1304,1305,27,-1,0,1568,'existing paid',9,7,2,0.2281339925211684,0.539800182513424,1.3489511971197334,1.100349341058051,1.1024093304468583,1.327066632510472,0.7232872434595621,1.1649072888014809,1.3142762699347597,0.592947192378917,yes,own,3,skilled,1,none,none,none,'female div/dep/mar',car,business,2,'<100'
60,61,27,200,0,9462,'delayed previously',60,4,1,0.3708089698174394,0.5863455894027099,1.0709849387222656,1.501494374046362,0.6252502823612678,0.5779205532586819,1.473395740206535,0.909554624345073,1.6146303910714337,0.7308575709026452,yes,'for free',2,'high qualif/self emp/mgmt',1,none,none,none,'male single','no known property',radio/tv,2,'no known savings'
1263,1264,38,200,1,12740,'existing paid',18,-1,1,0.616540663191548,0.7796634869714236,1.2579449769655984,1.5467615894850328,0.7069470511342922,1.7972353095999187,0.8815818671840518,0.9636164624974254,0.6299671109536997,0.3710511207877098,yes,'for free',3,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar','no known property','used car',4,'<100'
92,93,25,-1,0,5611,'existing paid',24,4,1,0.5684220381317819,0.7541528249338273,0.7436828068147686,1.4663099637008958,1.1335697755925866,0.9773205833344972,1.5661052150178694,0.6568214041380231,0.7404814077989355,0.4925141051891197,yes,own,4,skilled,1,none,stores,none,'male single',car,furniture/equipment,1,'100<=X<500'
666,667,26,400,0,1292,'existing paid',12,1,1,0.5766661588073158,0.6987711144869027,1.3028357576197718,0.6883001461080291,1.253524337882295,0.497652754841659,0.9621460018992104,0.4356902638121827,0.9236909956535436,0.3955004241105117,yes,own,4,skilled,1,none,none,none,'male single','real estate','new car',1,'<100'
280,281,32,200,0,986,'existing paid',18,10,1,0.3323805724356572,0.5225397003249606,1.0313776612462549,1.0613479907316128,0.628162004325303,0.7317690762553679,0.7795263882316685,0.7761402482801724,0.8487849414964657,0.4651504543258252,yes,own,4,'unskilled resident',1,guarantor,none,none,'male mar/wid','real estate',radio/tv,2,'<100'
1113,1114,32,200,0,11871,'delayed previously',39,7,1,0.7063202471085068,0.6765488190335771,0.8738261336934345,1.1936359378716477,1.2010779963158869,1.1188312458148717,0.6286972370524532,0.792007933624072,0.8981521545747977,0.7092569504275693,yes,rent,2,skilled,1,none,none,yes,'male single','no known property',education,3,'100<=X<500'
359,360,51,0,1,7597,'existing paid',18,10,1,0.4950100266752755,0.684106355998853,0.9742783592257628,1.0632576814934065,0.8428615539020403,0.9444757046529346,1.0593577493771609,1.1968799028078512,1.502017286291565,0.492473893798112,yes,'for free',1,skilled,2,none,none,yes,'male single','life insurance','used car',4,'no known savings'
1128,1129,39,0,0,2491,'existing paid',30,10,1,0.4368137843340106,0.7354611685684059,0.9563006533503544,0.4956663157855491,0.689036832494059,1.2639046740086286,0.4448042629275531,0.516019709556768,0.4952168500690787,0.4016650309089724,yes,own,1,skilled,2,guarantor,none,none,'male single','life insurance',radio/tv,3,'<100'
1169,1170,25,-1,0,1581,'existing paid',12,4,1,0.5714531594649197,0.6495751089929673,1.5501442602744724,1.682527802132078,1.2862908156026185,1.353379492721681,0.6233132659242393,1.5730326262331331,0.562567968625219,0.370308275014558,yes,own,3,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
847,848,27,-1,0,8518,'delayed previously',27,4,2,0.542467664484699,0.5077426345755816,1.68792636484447,0.9490550411102598,0.6656168996205281,1.560878730400492,1.533217634842469,1.4672483540001642,1.37150643861286,0.4050098292204813,yes,own,2,skilled,1,none,none,none,'male single',car,'used car',2,'>=1000'
1521,1522,34,-1,0,1891,'critical/other existing credit',6,4,2,0.1387548695280956,0.6311947830450683,1.1970227747496431,1.2014163115117136,0.8199377655673346,0.8557119056939415,0.9871898160955191,0.8865852011029338,0.859246848464507,0.5726732173049758,yes,own,1,'unskilled resident',2,none,none,none,'male single','real estate',radio/tv,2,'no known savings'
110,111,21,200,1,3623,'existing paid',30,4,1,0.621892026315096,0.5601125388230804,1.3044806630353358,1.4018223944162185,1.1629724139957052,1.3473239100399668,1.4259241032725198,1.5165947800900264,1.2302570237360155,0.6305992478193496,yes,rent,2,skilled,1,'co applicant',none,none,'female div/dep/mar',car,furniture/equipment,4,'100<=X<500'
42,43,28,200,1,5255,'critical/other existing credit',30,-1,2,0.5170799138846245,0.4616353250020926,0.8906643235083663,0.6816639546459956,0.7805389651943163,1.4695076732857877,1.033618899994815,1.4472475877610331,1.275179270680583,0.4771011198093494,yes,own,4,'high qualif/self emp/mgmt',1,none,none,none,'male mar/wid',car,'new car',2,'<100'
125,126,52,-1,0,795,'critical/other existing credit',12,10,3,0.69046345566517,0.6787418268806152,0.8552648995215777,1.4794031560876124,0.8964089586497855,0.9717664619164657,0.7967766759246093,1.1807890622044206,0.6560286460237326,0.5959810226489083,yes,own,4,skilled,1,none,none,none,'male single','real estate',radio/tv,4,'<100'
204,205,63,400,0,694,'critical/other existing credit',10,10,2,0.2600311651566499,0.5391240150896576,0.5171000460158046,0.8219368775187618,1.4426159086847503,0.8888987833474703,0.6065808685286804,1.144016787119023,0.945962336717738,0.4837265749329593,yes,'for free',4,skilled,1,none,none,yes,'male single','no known property','new car',4,'<100'
52,53,33,400,0,1319,'existing paid',12,1,1,0.3281827587034064,0.4523052586578158,1.4770809472814226,1.026689518084054,1.0712242809301895,0.5166317175048447,1.454083798451529,0.4812702662573193,1.6845457553058845,0.5421051079077102,yes,own,4,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
545,546,34,200,0,1761,'critical/other existing credit',12,-1,2,0.5750344497976443,0.4377329379785321,1.1885103401225563,0.6419946071205621,0.6855664193987137,0.7369346461126455,0.9459944108459442,1.450141598398449,1.285415351222713,0.5995943250241866,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',2,'<100'
68,69,35,-1,0,5563,'critical/other existing credit',36,10,2,0.4794855514954835,0.6053674686088992,0.5895207103844011,0.928014225979876,1.6272771426147674,0.9567882950732312,0.228701213081232,1.6417945905212576,0.7308082399876511,0.5340430518071142,yes,own,2,skilled,2,none,none,yes,'male single','life insurance','used car',2,'<100'
1740,1741,39,-1,0,6970,'critical/other existing credit',11,4,2,0.3632642968274334,0.4433861728569888,0.7033068425603919,0.7433135655843497,0.6447144363571934,0.6059366926173814,1.640572897946931,0.7996445369591673,1.393787922788035,0.4185325498221771,yes,own,1,'unskilled resident',1,none,none,none,'male single','life insurance','new car',4,'<100'
